title,label,color,labeled_places_22_02_pid,labeled_places_22_02_place_id
Софьи ковалевской 15 к4,10,#6f46eb,12839239,12839239
Северный 89к2,10,#6f46eb,12859902,12859902
Школа 561 поле,10,#6f46eb,15882713,15882713
северный 85,10,#6f46eb,10313399,10313399
Ул черкасова 4,10,#6f46eb,7184559,7184559
Черкасова д.7,10,#6f46eb,14194426,14194426
Черкасова 6-3,10,#6f46eb,11963016,11963016
гражданский проспект 109,10,#6f46eb,14289069,14289069
Kлуб-Рестoрaн  Discount/ 8(921)572-81-72,10,#6f46eb,8825225,8825225
TND - Tsykalov_Nails_Design,10,#6f46eb,9821981,9821981
Санкт Петербург школа 89,10,#6f46eb,7676160,7676160
??ТАКАО/ ГРАЖДАНСКИЙ 113 ?,10,#6f46eb,4012729,4012729
Гражданский проспект д.114 корп.1,10,#6f46eb,17327970,17327970
зеленогорск золотой пляж,10,#6f46eb,8816507,8816507
Beer House,10,#6f46eb,5327266,5327266
Гражданский пр. 117,10,#6f46eb,6389016,6389016
Пироговый дворик,10,#6f46eb,8400,8400
Просвещения 87 к 1,10,#6f46eb,6614343,6614343
Санкт петербург метро гражданский проспект,62,#bd24e3,10098494,10098494
Громов бар,62,#bd24e3,5686933,5686933
Санкт-Петербург/saint petersburg,40,#cb8e2b,8487286,8487286
"Панорамный ресторан ""La vue""Пироговская набережная 5/2",10,#6f46eb,18491062,18491062
Просвещения 86к2,10,#6f46eb,6687201,6687201
"Москва,Кутузовский проспект",10,#6f46eb,17206211,17206211
Карлс Джуниор,10,#6f46eb,6236714,6236714
Гражданский проспект 122,10,#6f46eb,7363922,7363922
Гражданский проспект 130,10,#6f46eb,5519473,5519473
"ул. Ушинского, 39 к1",10,#6f46eb,6796012,6796012
Суздальский проспект 105/2,10,#6f46eb,17029190,17029190
Суздальский 105к3,10,#6f46eb,7960747,7960747
"ЖК ""GreenЛандия"" Воронцовский 2",55,#ed8f14,13125508,13125508
ЖК Гринландия |Setl Sity| 2 корпус,55,#ed8f14,10563264,10563264
ЖК Greenландия,55,#ed8f14,15276581,15276581
воронцовский бульвар 11,55,#ed8f14,18800572,18800572
ЖК UP квартал Светлановский,55,#ed8f14,19288146,19288146
"Санкт-петербург, Купчино",56,#6ccacd,11337806,11337806
Салон киа,56,#6ccacd,7276834,7276834
Империал,56,#6ccacd,1892,1892
Бухарестская152,56,#6ccacd,8791129,8791129
Гимназия 441,56,#6ccacd,8620442,8620442
Коркинское озеро всеволожский район,56,#6ccacd,5846072,5846072
Олеко Дундича 39,56,#6ccacd,6131965,6131965
"Егорова 3, Workplace",6,#e9e934,15525180,15525180
Ул малая карпатская д 13,56,#6ccacd,6714583,6714583
Токио Сити пр. Славы 15,56,#6ccacd,14627634,14627634
Дунайский 55,56,#6ccacd,7162173,7162173
Sankt peterburq,17,#e4ea8e,8635757,8635757
Интернет-магазин мебели в СПб «Lux-MebelSPb.ru»,9,#6f46eb,5700952,5700952
Сортировочный мост/,57,#8975e4,6510814,6510814
Седова 51,57,#8975e4,6046868,6046868
In Da Hause????,57,#8975e4,12196567,12196567
Пиво на даче,57,#8975e4,13181434,13181434
Школа 277,22,#cd3cc8,15096136,15096136
Елизарова,57,#8975e4,7362625,7362625
"Елизарова, 12",57,#8975e4,10447838,10447838
пр. Елизарова д 6к1 Салон-Парикмахерская,14,#38c2ce,17379571,17379571
Елизар отель,57,#8975e4,5826622,5826622
Ногина 4 корпус 2 литр а,57,#8975e4,8561161,8561161
Vinograd ресторан - караоке,57,#8975e4,3809776,3809776
Кузовной ремонт/Покраска/Полировка/Детейлинг/СпБ,57,#8975e4,12076154,12076154
Пр.Обуховской обороны 56,57,#8975e4,10520310,10520310
ТРИКОТАЖ ДЕТЯМ*ГОРШКИ*КУПАНИЕ*КОРМЛЕНИЕ*УХОД,57,#8975e4,2842801,2842801
"Фотостудия ""Мимика""",57,#8975e4,6322129,6322129
"Всесезонный центр пляжного спорта ""песок""",47,#d7eb66,14588165,14588165
Дальневосточный,47,#d7eb66,6972847,6972847
Санкт-петербург невский проспект 3,47,#d7eb66,12909248,12909248
Новочеркаский 56,47,#d7eb66,14337110,14337110
Шаумяна,47,#d7eb66,6252337,6252337
казанская малая охта 8,47,#d7eb66,8841788,8841788
...дом на горе...дом на горе...,47,#d7eb66,9303284,9303284
школа 491,47,#d7eb66,7037133,7037133
"Home, Sweet Home;)",47,#d7eb66,7152203,7152203
Немецкая гимназия Петершуле,47,#d7eb66,19003004,19003004
Ганитная 54 корпус 3,47,#d7eb66,11784724,11784724
"Заневский проспект, 59",47,#d7eb66,9150100,9150100
Гамбринус,47,#d7eb66,5625976,5625976
"Ржевский Лесопарк, Санкт-Петербург",47,#d7eb66,17066110,17066110
Danone NW HeadOffice Магнитогорская,13,#62d099,6514681,6514681
bmw leningrad,13,#62d099,16207950,16207950
ЯКОРЬ.Автосервис.Развал Схождение.Шиномонтаж,13,#62d099,1700086,1700086
"NeprosTOY // Фигурки из кино, игр, комиксов",13,#62d099,11693493,11693493
Металистов 23/2,13,#62d099,12022890,12022890
"Санкт-Петербург, пр. Энергетиков, 30",13,#62d099,15259072,15259072
"большая пороховская, 41",13,#62d099,5960736,5960736
"Пушкин ,Царское село",13,#62d099,15275404,15275404
"Пушкин,Екатерининский дворец",13,#62d099,15275311,15275311
шоссе революции кафе рим,13,#62d099,11100570,11100570
Революции шоссе 23,13,#62d099,6279169,6279169
Полюстровский парк,13,#62d099,5605867,5605867
"""Дом на Тухачевского"" от ЛЕНСПЕЦСМУ",52,#ab6bdc,2931720,2931720
Карелия,52,#ab6bdc,2444,2444
Karelia hotel,52,#ab6bdc,16351381,16351381
маршала блюхера 55,52,#ab6bdc,7681410,7681410
"маршала блюхера, 61 корпус 1",52,#ab6bdc,16383755,16383755
"ШФК ""Кристалл""   ГБДОУ ДОД Центр ""ФиЗ""",52,#ab6bdc,13009888,13009888
"Дом, милый дом ?",52,#ab6bdc,10935804,10935804
Любимый дом:),52,#ab6bdc,7533990,7533990
Бестужевская д53,52,#ab6bdc,7561910,7561910
Бестужевская 57,52,#ab6bdc,12352199,12352199
Больница Петра Великого,52,#ab6bdc,5891971,5891971
Гимназия 664,52,#ab6bdc,5602008,5602008
Церковь Благовещения на Пискаревке,52,#ab6bdc,11478666,11478666
пискаревский проспект 37,52,#ab6bdc,5959313,5959313
"пискаревский проспект, 40",52,#ab6bdc,9524102,9524102
"Кафе  ""ТЕТ-а-ТЕТ""  Бар",52,#ab6bdc,6732846,6732846
Ж/д станция Пискарёвка,52,#ab6bdc,5358548,5358548
Меншиковский 3,52,#ab6bdc,11950211,11950211
Жд пискаревка,13,#62d099,9482378,9482378
Пискаревское мемориальное кладбище,49,#73c897,5434555,5434555
Карпинского 18,10,#6f46eb,8880597,8880597
Карпинского 11,10,#6f46eb,6847231,6847231
Проспект науки 71,10,#6f46eb,16005283,16005283
Hanse Bier,10,#6f46eb,10194,10194
47 км Приморского шоссе,10,#6f46eb,14234355,14234355
Карпинского 23,10,#6f46eb,7511164,7511164
Улица Карпинского дом 23 корпус 2,10,#6f46eb,17241247,17241247
Карпинского 34к5,10,#6f46eb,6630850,6630850
Санкт-Петербург улица Карпинского 32,10,#6f46eb,16469951,16469951
Карпинского д38 к5,10,#6f46eb,10522512,10522512
Гражданский проспект,10,#6f46eb,5519331,5519331
"Санкт-Петербург,школа 619",10,#6f46eb,8214906,8214906
Веревочный парк Tree to tree,40,#cb8e2b,15554794,15554794
Гнездышко))),10,#6f46eb,6795630,6795630
Санкт-Петербург мюнхель,10,#6f46eb,8342402,8342402
улица Черкасова 10к1,10,#6f46eb,6061490,6061490
Киришская 5,10,#6f46eb,6395022,6395022
Киришская,10,#6f46eb,5428338,5428338
"Гражданский пр., 124",10,#6f46eb,16491681,16491681
"Гражданский просп., 126 корпус 2",10,#6f46eb,7058927,7058927
Гражданка,10,#6f46eb,9559414,9559414
"Россия, санкт-петербург, гражданский проспект д130 к1",10,#6f46eb,7211025,7211025
"УКК ""Горэлектротранс""",10,#6f46eb,8303894,8303894
"Санкт-Петербург, Суздальский проспект 109",10,#6f46eb,10610608,10610608
Санкт-Петербург девяткино,49,#73c897,14367405,14367405
"Охтинская аллея, 16",55,#ed8f14,17138321,17138321
Шувалова 5,55,#ed8f14,13667909,13667909
"ЖК ""GreenЛандия"" | ул.Шувалова 7 | Только жильцы",10,#6f46eb,15959291,15959291
"ЖК ""Десяткино""",55,#ed8f14,16872518,16872518
ЖК Гринландии,55,#ed8f14,19015583,19015583
Краски лета,55,#ed8f14,17862711,17862711
Улица Малая Балканская,56,#6ccacd,6096483,6096483
"Маникюр, педикюр,shellac.Купчино",56,#6ccacd,13166832,13166832
малая карпатская23,56,#6ccacd,11983186,11983186
Санкт петербург ул. Малая карпатская,56,#6ccacd,9418121,9418121
Peugeot Concord,56,#6ccacd,5766519,5766519
Конкорд,56,#6ccacd,5766515,5766515
строймашсервис,56,#6ccacd,8811707,8811707
Софийская,17,#e4ea8e,5932725,5932725
КРОВАТЬ-МАШИНА (машинка)КРОВАТЬ МАШИНА МАКСИМАМА,23,#bb73e4,7686770,7686770
Carbonoff.ru - Автовинил|Карбон|Хром|Алькантара,56,#6ccacd,1601235,1601235
Сортировочный мост,17,#e4ea8e,6510838,6510838
Кафе у карьера,57,#8975e4,14532665,14532665
Золотой двор,57,#8975e4,16855359,16855359
Ивановский карьер,57,#8975e4,8560855,8560855
Фарфоровская 28,57,#8975e4,6982343,6982343
Цимбалина 22,57,#8975e4,9689124,9689124
Санкт-Петербург ул Дудко,57,#8975e4,14116667,14116667
"Ресторан ""ОАЗИС""",57,#8975e4,9289714,9289714
Квартирники у Гороховского,57,#8975e4,11659186,11659186
Крупской улица д. 9,57,#8975e4,11246327,11246327
ДК им. Крупской,57,#8975e4,7567871,7567871
проспект Обуховской обороны 87,57,#8975e4,9571190,9571190
Пр.Обуховской обороны 76,57,#8975e4,10515671,10515671
Санкт-Петербург елизарово,57,#8975e4,17511322,17511322
Невский районный суд,57,#8975e4,9800011,9800011
Кроссфит СПб Сильная сторона,57,#8975e4,11561750,11561750
"БЦ ""Фидель""",57,#8975e4,7464708,7464708
октябрьская набережная 26 корпус 3,57,#8975e4,7625785,7625785
октябрьская набережная 24 5,57,#8975e4,9894278,9894278
Окей заневский,47,#d7eb66,12719262,12719262
"РЕТРО ДИСКОТЕКА ФАБРИКА (ночной клуб, караоке)",47,#d7eb66,15926219,15926219
killfish заневский,47,#d7eb66,7862679,7862679
Магнитогорская 51,13,#62d099,6733143,6733143
Магнитогорская 51 литера е,13,#62d099,11183251,11183251
МafiaCafe,13,#62d099,10805194,10805194
Островок счастья,13,#62d099,6266,6266
Большеохтинское (Георгиевское) кладбище,13,#62d099,8405042,8405042
Большая Пороховская д.45. Королевство Брусовой,13,#62d099,13223572,13223572
Большая Пороховская дом 45,13,#62d099,15874799,15874799
Большая пороховская 46,13,#62d099,9535184,9535184
Ресторан REAL,13,#62d099,8260999,8260999
Большая пороховская 44 к 3,13,#62d099,9824521,9824521
"Петергоф, Государственный музей-заповедник",52,#ab6bdc,9433470,9433470
Эра,52,#ab6bdc,5236,5236
михайловский сад санкт-петербург,52,#ab6bdc,15512309,15512309
Охтинский центр эстетического воспитания,52,#ab6bdc,7280584,7280584
Маршала Тухачевского 25,52,#ab6bdc,13746722,13746722
"Санкт-Петербург,улица Стасовой 6",52,#ab6bdc,12772400,12772400
Санкт петербург буренина,52,#ab6bdc,7968329,7968329
Санкт-Питербург пр.Энергетиков 60,52,#ab6bdc,10561176,10561176
Токио-CITY Японский ресторан,52,#ab6bdc,9986705,9986705
Saint petesburg,52,#ab6bdc,14138898,14138898
Маршала Блюхера 54,52,#ab6bdc,16717804,16717804
Бестужевская д.79,52,#ab6bdc,6208941,6208941
"Санкт-Петербургский научно-практический центр медико-социальной экспертизы, протезирования и реабилитации инвалидов им. Г.А. Альбрехта",52,#ab6bdc,9555349,9555349
СЗГМУ им. И.И. Мечникова,52,#ab6bdc,7757793,7757793
СПБ ГБУЗ Больница Боткина,52,#ab6bdc,17997080,17997080
пискаревский проспект 47 к 6,62,#bd24e3,9737842,9737842
Пискаревский 48к,52,#ab6bdc,6399327,6399327
Пискарёвка,52,#ab6bdc,6664471,6664471
Непокоренных проспект 56,10,#6f46eb,6719454,6719454
Верности 50,10,#6f46eb,16072204,16072204
"ул.Верности, 44 корпус 3",10,#6f46eb,7191422,7191422
Пр науки 77,10,#6f46eb,6590134,6590134
"Санкт- Петербург, проспект Науки, 50",10,#6f46eb,9023576,9023576
"пискаревское мемориальное кладбище,г Санкт Петербург.",10,#6f46eb,14917896,14917896
ул. Карпиского 27,10,#6f46eb,7690061,7690061
руставели 37 дом молодежи атлант,10,#6f46eb,14555096,14555096
"Улица Академика Байкова, 8",10,#6f46eb,9373032,9373032
Ресторан САЛТАН ? Банкетный зал СПб,10,#6f46eb,1417494,1417494
Карпинского 36к1,10,#6f46eb,5604671,5604671
Saltan,10,#6f46eb,6177731,6177731
ОП мрэо 17,10,#6f46eb,6436491,6436491
"лужская ул., 14",10,#6f46eb,11943879,11943879
Автосалон hyundai Максимум Руставели 53,10,#6f46eb,9819975,9819975
"KESKO, гипермаркет К-РАУТА",10,#6f46eb,8284028,8284028
Черкасова улица,10,#6f46eb,7753270,7753270
Ул.черкасова,10,#6f46eb,10274222,10274222
"""Новое Созвездие""",10,#6f46eb,6540821,6540821
Жилой комплекс новое созвездие,10,#6f46eb,5451173,5451173
Руставели 52,10,#6f46eb,11671771,11671771
Родитель house,10,#6f46eb,8186765,8186765
Набережная канала Грибоедова 74,10,#6f46eb,8595996,8595996
"Санкт- Петербург, ТРЦ Континент",10,#6f46eb,9643631,9643631
"Пхали Хинкали Большая Морская, д. 27",10,#6f46eb,13592895,13592895
Руставели 58,10,#6f46eb,14188755,14188755
????,10,#6f46eb,7903491,7903491
Ул. Руставели,10,#6f46eb,7085212,7085212
"ЖК ""Созвездие"" | Группа жителей комплекса",55,#ed8f14,3412290,3412290
"Группа дольщиков ЖК ""Краски лета""",10,#6f46eb,11364721,11364721
Toyota Motor,56,#6ccacd,6876070,6876070
софийская 78,56,#6ccacd,9085874,9085874
ресторан Доник,56,#6ccacd,16351507,16351507
Санкт-Петербург Площадь востания,57,#8975e4,17618680,17618680
Красных зорь бульвар 16,57,#8975e4,8507808,8507808
Седова,57,#8975e4,7680535,7680535
Бульвар красных зорь 13,57,#8975e4,11821920,11821920
У карьера,57,#8975e4,11263140,11263140
Сладкий день,57,#8975e4,5506552,5506552
Гель лак спб,57,#8975e4,6412090,6412090
"Металлоискатели +снаряга, магазин "" 33 Хобби!""",57,#8975e4,2010971,2010971
Храм-часовня Преображения Господня,57,#8975e4,13799135,13799135
"Saint-P,",57,#8975e4,6550737,6550737
Парк имини бабушкина,57,#8975e4,7915795,7915795
цпко им. бабушкина,57,#8975e4,12798514,12798514
"каток ""Айс-Град """,57,#8975e4,6909894,6909894
Ресторан Лесная сказка,57,#8975e4,5440193,5440193
Летний сад  г. Санкт-Петербург,57,#8975e4,3414654,3414654
"Кафе ""Причал 17""  Банкеты,",9,#6f46eb,7438357,7438357
"SetlCity - ЖК ""Рио"" (""Rio"")",46,#5b80ec,9810413,9810413
Союзный проспект д.6,46,#5b80ec,18217691,18217691
Бизнес центр Охта,46,#5b80ec,9296145,9296145
"Набережная канала Грибоедова,17",47,#d7eb66,12932768,12932768
Батутный Центр c9h13no3 KIDS | Батуты | СПб,47,#d7eb66,2809976,2809976
FabriCotton - ткани для рукоделия и шитья,52,#ab6bdc,7370357,7370357
Ткани трикотажные TAIR teks футер кулирка хлопок,47,#d7eb66,7881509,7881509
Sport Life Ладожская,47,#d7eb66,8736864,8736864
Mouse House,47,#d7eb66,16713116,16713116
McDonald’s,47,#d7eb66,5583635,5583635
Пл. Карла Фаберже,47,#d7eb66,16638343,16638343
Sportlife Ладожский,47,#d7eb66,8247039,8247039
Суши шоп,47,#d7eb66,2806879,2806879
Заневский каскад,47,#d7eb66,6621860,6621860
Бц золотая долина,47,#d7eb66,9543386,9543386
БЦ Русские самоцветы,47,#d7eb66,6415773,6415773
Фитнесс клуб феникс,52,#ab6bdc,7957350,7957350
Энергетиков 30,52,#ab6bdc,11328860,11328860
Проспект Энергетиков 32,52,#ab6bdc,5965544,5965544
Революции шоссе,52,#ab6bdc,5854468,5854468
Шоссе революции 41/39,52,#ab6bdc,8274446,8274446
Проспект Энергетиков 35к3,52,#ab6bdc,17098382,17098382
Мурманск,52,#ab6bdc,13913976,13913976
Революции шоссе 43,52,#ab6bdc,8162632,8162632
Санкт-петербург проспект энергетиков,52,#ab6bdc,10586530,10586530
Проспект Энергетиков,52,#ab6bdc,12340189,12340189
Ладога. Дорога жизни 45 км,52,#ab6bdc,12489284,12489284
Атлант М Балтика,52,#ab6bdc,5697296,5697296
ЕДИНЫЙ ЦЕНТР АВТОКРЕДИТОВАНИЯ (ЕЦА) АВТОКРЕДИТ,52,#ab6bdc,5877556,5877556
Стасовой 8,52,#ab6bdc,16470011,16470011
Евразия,52,#ab6bdc,9900,9900
С.м Нарвская,52,#ab6bdc,5881343,5881343
Энергетиков 59,52,#ab6bdc,8819783,8819783
Екатерининский проспект,52,#ab6bdc,16665414,16665414
СПб ЖК Екатерининский. Cобственники 1-2-3 корпус,52,#ab6bdc,10835643,10835643
Екатерининский Бассейн,52,#ab6bdc,7705202,7705202
Санкт-Петербург больница петра великого,52,#ab6bdc,7490636,7490636
Больница им. Мечникова,52,#ab6bdc,14326732,14326732
Клиническая больница Имени Петра Великого,52,#ab6bdc,7706828,7706828
больница им.Мечникова,52,#ab6bdc,7983894,7983894
Городская инфекционная больница,52,#ab6bdc,19137826,19137826
K-RUOKA,52,#ab6bdc,6833149,6833149
Пискаревский пр 58 к 1,52,#ab6bdc,14202498,14202498
"Руставели,12",10,#6f46eb,16167402,16167402
Проспект Науки 79 корпус 3,10,#6f46eb,12625002,12625002
"Детская мебель, кровати чердаки, двухъярусные",10,#6f46eb,5439979,5439979
Volkswagen Классика | Официальный дилер,7,#e97439,6518184,6518184
Renault на Руставели - Петровский Автоцентр,10,#6f46eb,14429802,14429802
"Дом Молодежи ""Атлант""",10,#6f46eb,10994489,10994489
Охтинская Аллея 6,61,#1f90d6,14563219,14563219
Наш ?,55,#ed8f14,17116092,17116092
"ЖК Виктория (ИСГ ""МАВИС"")",55,#ed8f14,14776070,14776070
GOLDEN PUB,55,#ed8f14,17071106,17071106
ЖК Виктория,55,#ed8f14,13518043,13518043
Санкт-Петербург Мурино Новая ул.7 корп.3,10,#6f46eb,13105468,13105468
ЖК «Три кита» –  Группа и форум дольщиков на VK,55,#ed8f14,9693021,9693021
"Ул. Шелгунова, Санкт-Петербург",57,#8975e4,13144383,13144383
"Кибальчича, 16",57,#8975e4,13753585,13753585
"Владикавказ, проспект Мира",57,#8975e4,13496593,13496593
Galakt,57,#8975e4,51885,51885
Бульвар красных зорь,57,#8975e4,6573636,6573636
педагогический колледж  8,57,#8975e4,6910266,6910266
Бульвар красных зорь 1,57,#8975e4,13798945,13798945
Ломоносовская,57,#8975e4,6241263,6241263
Killifish,57,#8975e4,5371632,5371632
Ст.метро Ломоносовская,57,#8975e4,6547174,6547174
Hanse Bier,57,#8975e4,10194,10194
Ch*ck Norris Bar,57,#8975e4,8832384,8832384
Педагогический колледж фитнеса - фитнес-обучение,57,#8975e4,4335636,4335636
На всю Ивановскую,57,#8975e4,5339,5339
"Абхазия, Гагры",57,#8975e4,15228089,15228089
Парк Культуры и Отдыха им. И.В. Бабушкина,57,#8975e4,6776907,6776907
Бар СПб,57,#8975e4,14404407,14404407
Ели - пили ресторан,57,#8975e4,14965974,14965974
Ломоносовский фарфоровый завод,57,#8975e4,11020937,11020937
Парк имени Бабушкина,57,#8975e4,9758339,9758339
Парк им. Бабушкина,57,#8975e4,5966741,5966741
Старый причал,57,#8975e4,5380305,5380305
Кафе-ресторан  ''СТАРЫЙ ПРИЧАЛ'' на берегу Невы,57,#8975e4,10647736,10647736
Октябрьская набережная 44,9,#6f46eb,11541352,11541352
Елизаровская,57,#8975e4,8827551,8827551
Оконный Завод Чемпион,57,#8975e4,14746932,14746932
улица Коллантай 3 Лондон Молл,9,#6f46eb,7679473,7679473
Happy Fitness,46,#5b80ec,8493798,8493798
Союзный проспект 4,46,#5b80ec,11997280,11997280
санкт-петербург ул. бадаева 14 корп 1,46,#5b80ec,10798082,10798082
???,46,#5b80ec,13807337,13807337
Бадаева 14 к1 Салон красоты Cappuccino,46,#5b80ec,7408779,7408779
"Kumu, Tallin",46,#5b80ec,16138037,16138037
Евпатория Лазурный берег,46,#5b80ec,15436648,15436648
CrossFit Udarnik,46,#5b80ec,17614901,17614901
Ворошилова улица д.3к.2,46,#5b80ec,7572067,7572067
Бадаева 7 корпус 2,46,#5b80ec,11974630,11974630
Ладожский вокзал Санкт Петербург,47,#d7eb66,14002773,14002773
Ладожский вокзал / Ladozhsky Rail Terminal,47,#d7eb66,5583567,5583567
Санкт Петербург Ладожский вокзал,9,#6f46eb,9939085,9939085
"ТРЦ ""Заневский каскад""",47,#d7eb66,8410063,8410063
Coffe Shop Ладожский вокзал,46,#5b80ec,11626484,11626484
?Psychobilly world?,47,#d7eb66,10365286,10365286
Большая пороховская 61,52,#ab6bdc,8999446,8999446
улица Петра Смородина дом 6,15,#8495eb,18721432,18721432
Bosh сервиз 72,52,#ab6bdc,6822830,6822830
Автобусный парк #6,52,#ab6bdc,10514731,10514731
Swed mobil,52,#ab6bdc,7047325,7047325
МРЭО 4,52,#ab6bdc,7112411,7112411
Schmied Tuning,52,#ab6bdc,2822014,2822014
мурино ул.новая 7,30,#855ae8,14596703,14596703
мурино кад,10,#6f46eb,8627907,8627907
Храм Святой Великомученицы Екатерины,55,#ed8f14,14790415,14790415
ЖК Мечта,55,#ed8f14,6082223,6082223
Тепличный выбор,55,#ed8f14,17989613,17989613
"Санкт-Петербург, проспект Авиаторов Балтики, 13",55,#ed8f14,18013854,18013854
"ШКОЛА МОТОКРОССА ""VIKTOROV OFF ROAD""",57,#8975e4,4279270,4279270
Домик Соболей))),57,#8975e4,6735878,6735878
Санкт-петербург улица седова,57,#8975e4,6786400,6786400
ЖК Green city,57,#8975e4,17786582,17786582
"Санкт-Петербург, улица Седова",57,#8975e4,6786572,6786572
Центр социальной помощи семье и детям,57,#8975e4,6294505,6294505
Бабушкина 111,57,#8975e4,6222044,6222044
Барс,57,#8975e4,11093,11093
Бульвар красных зорь дом 6,57,#8975e4,6352995,6352995
Бабушкина 95 к2,57,#8975e4,7190929,7190929
Школа единоборств NEVSKIY,57,#8975e4,18445383,18445383
Бабушкина 101,57,#8975e4,6991826,6991826
Леон,57,#8975e4,6618,6618
"ул. Бабушкина, 89/1",57,#8975e4,8589862,8589862
Куракина дача - парк в СПб,57,#8975e4,18664354,18664354
СПБ бар,57,#8975e4,7164830,7164830
Администрация Невского района,57,#8975e4,10987934,10987934
Alum78|Гаражные ворота|Роллеты|964-01-21,57,#8975e4,7063802,7063802
ЖК О-Юность | Дольщики,57,#8975e4,11287529,11287529
Октябрьская набережная 42,57,#8975e4,7965350,7965350
"AutoCristal - Тонировка, Автовинил в СПб",57,#8975e4,3955543,3955543
ШКАФЫ-КУПЕ,9,#6f46eb,5012777,5012777
OLYMP сеть спортивных клубов,9,#6f46eb,5679874,5679874
формула кино лондон молл,46,#5b80ec,12084466,12084466
Большой проспект Петроградская сторона 84,7,#e97439,16810314,16810314
LONDON MALL,46,#5b80ec,4344338,4344338
улица коллонтай  5/1,46,#5b80ec,13782581,13782581
ЖК Восток | ЛСР,46,#5b80ec,2961947,2961947
коллонтай 6 корпус 1,46,#5b80ec,8138034,8138034
Бадаева 8 корпус 2,46,#5b80ec,6330671,6330671
Бадаева 8 к 1,46,#5b80ec,5545928,5545928
бадаева 8/1,46,#5b80ec,14657276,14657276
"Коллонтай 10 ""SPAR""",46,#5b80ec,9842180,9842180
парк Воинской славы,46,#5b80ec,9168275,9168275
Ул Джона Рида,46,#5b80ec,12849021,12849021
Страусиная ферма ?,46,#5b80ec,12208251,12208251
"ЦВВС""Невская Волна""",46,#5b80ec,8469344,8469344
Кировск Ленинградская область,46,#5b80ec,15828566,15828566
ворошилова 7 корпус 2,46,#5b80ec,6629743,6629743
"Центр водных видов спорта "" невская волна"" ул. Джона Рида, д. 8, корп.2 ""Страна снов""",46,#5b80ec,10639314,10639314
"Прыжки в воду,""Невская волна""",46,#5b80ec,4931293,4931293
Пр пятилеток 16 к 2,46,#5b80ec,7346891,7346891
Санкт -Петербург,46,#5b80ec,5715396,5715396
Мангал сити,46,#5b80ec,14358318,14358318
Шоссе революции 83,15,#8495eb,16948206,16948206
"""Новая Охта"" Красногвардейский район",55,#ed8f14,10200489,10200489
"Жители ЖК ""Новая Охта"" + ""Новая Охта. На речке""",55,#ed8f14,5933735,5933735
"пр. Маршака, дом 12 корпус 2, ""ЖК Новая Охта""",55,#ed8f14,13474827,13474827
Даниила хармса 8,55,#ed8f14,16832814,16832814
александро невская лавра,26,#dbb51e,15261951,15261951
Улица новая дом7,55,#ed8f14,8605450,8605450
"ЖК Новое Мурино, ул. Новая д.7, к3",55,#ed8f14,3094756,3094756
МЕСЬЕ КРУАССАН кафе-кондитерская,55,#ed8f14,8932873,8932873
"Автовокзал ""Северный""",30,#855ae8,6986212,6986212
"ЖК ""Эланд"" (Девяткино)",55,#ed8f14,5775565,5775565
Техинком Питер,57,#8975e4,17608604,17608604
"Санкт-петербург, Площадь исскуств 3",57,#8975e4,10942215,10942215
Санкт-Петербург - Москва (Сапсан 151),57,#8975e4,6171603,6171603
Таджикистан душанбе,57,#8975e4,12102468,12102468
"Ветеринарный центр ""Белый Аист""",57,#8975e4,3855601,3855601
Бабушкина 115,57,#8975e4,6556693,6556693
бабушкина 64,57,#8975e4,17047910,17047910
улица бабушкина 68,57,#8975e4,15475280,15475280
Родильный дом 17,57,#8975e4,8044480,8044480
Леснозаводская,57,#8975e4,11358979,11358979
328 школа,57,#8975e4,7555831,7555831
Леснозаводская 4 роддом 17,57,#8975e4,15998926,15998926
Куракина дача,57,#8975e4,5965601,5965601
Река Нева,9,#6f46eb,8325799,8325799
Володарский мост,9,#6f46eb,5445452,5445452
"Народная 1 ""Мастерская""",9,#6f46eb,6176103,6176103
Октябрьская набережная 66 к2,9,#6f46eb,8786955,8786955
Невский ЗАГС,9,#6f46eb,15501270,15501270
Октябрьская набережная 64,9,#6f46eb,17593165,17593165
Отдел ЗАГС Невского района,9,#6f46eb,15429374,15429374
Набережная Октябр,9,#6f46eb,12981110,12981110
Токио Сити народная 2,9,#6f46eb,9191969,9191969
Фитнес 24,9,#6f46eb,15768916,15768916
Загс невского района,47,#d7eb66,14899104,14899104
"4 корпус ЖК ""О'Юность"" - группа жильцов",57,#8975e4,17797158,17797158
Олимп дальневосточный,9,#6f46eb,5940018,5940018
"Антоново-овсеенко д.2, Газпром",46,#5b80ec,11330882,11330882
Белышева 5/6,46,#5b80ec,8101352,8101352
белышева 8 корп 1,46,#5b80ec,7453450,7453450
Коллонтай 5,46,#5b80ec,5856902,5856902
улица Белышева 4,46,#5b80ec,8302164,8302164
искровский,46,#5b80ec,8413492,8413492
Белышева 6,46,#5b80ec,7608273,7608273
Белышева 4,46,#5b80ec,6324977,6324977
ЖК Аврора,46,#5b80ec,5961038,5961038
Искровский проспект дом1\13,46,#5b80ec,12207630,12207630
Санкт-петербург Невский проспект д.55,46,#5b80ec,16210139,16210139
Школа 667 Улица джона рида дом 3 корпус 1,46,#5b80ec,7168017,7168017
Джона Рида 9,46,#5b80ec,11077023,11077023
Джона Рида 12,46,#5b80ec,7815572,7815572
Light Cafe «Место под солнцем»,46,#5b80ec,9871,9871
