title,label,color,labeled_places_22_02_pid,labeled_places_22_02_place_id
Ул летчика пилютова 50,20,#66d743,7229933,7229933
"Парк ""Сосновая поляна""",20,#66d743,11659767,11659767
Рококо,20,#66d743,5913,5913
Ветеранов дом 149,20,#66d743,8102072,8102072
352 школа,20,#66d743,15959331,15959331
Sweet home?,20,#66d743,6558632,6558632
Летчика Пилютова.,20,#66d743,5483389,5483389
Общежитие СПБГТИ,20,#66d743,5496556,5496556
Петерговское шосе тц жемчуженая плаза,20,#66d743,6588413,6588413
Пионерстроя 15 3,20,#66d743,8532439,8532439
"Санкт-Петербург, ул. Пионерстроя",20,#66d743,11777445,11777445
Пилютова 5,20,#66d743,11663909,11663909
Университет МВД России,20,#66d743,6365321,6365321
Родильный дом 10,20,#66d743,8053302,8053302
СПбВИВВМВД России,20,#66d743,7495646,7495646
ул. Чекистов,20,#66d743,11866343,11866343
Готический домик,20,#66d743,4192,4192
Жемчужина?,20,#66d743,16652738,16652738
петергофское шоссе 55,20,#66d743,8186834,8186834
Балтийская жемчужина,20,#66d743,5680324,5680324
Квартал Жемчужная Премьера,20,#66d743,4363916,4363916
Школа 509,20,#66d743,14506280,14506280
"ЖК ""Море"" (ул. Адмирала Черокова, 20)",20,#66d743,12634284,12634284
Трк жемчужная плаза,20,#66d743,17274709,17274709
адмирала  черокова  18 корп2,20,#66d743,15367539,15367539
пляж балтийская жемчужина,14,#38c2ce,18195248,18195248
pearl beach,20,#66d743,18563541,18563541
ул.Адмирала Черокова(пляж),20,#66d743,14929417,14929417
ЖК «Юнтолово» Главстрой-СПб | Официальная группа,30,#855ae8,8681765,8681765
Пограничника гарькавого 51,20,#66d743,12678102,12678102
учебная база кавголово,20,#66d743,13980079,13980079
Санкт-Петербург улица Пограничника Гарькавого,20,#66d743,9363000,9363000
2я комсамольская д40 к1,20,#66d743,8710991,8710991
"Цветочная студия ""Фиалка""",20,#66d743,2688119,2688119
Проспект ветеранов 141,20,#66d743,15802892,15802892
ОГИБДД КРАСНОСЕЛЬСКОГО РАЙОНА,20,#66d743,12083270,12083270
"Кинотеатр ""ВОСХОД""",20,#66d743,13698615,13698615
@МАМУЛЬКАМ И ИХ КРАСОТУЛЬКАМ@,20,#66d743,2736372,2736372
Санкт питербург 2-ая консомольская,20,#66d743,11857389,11857389
Sankt petirburg,20,#66d743,10559610,10559610
Чайхана Пахвала,20,#66d743,11199075,11199075
Батутный Парк №1 | Санкт-Петербург,20,#66d743,11785888,11785888
Гриффиндор Балтийская Жемчужина,20,#66d743,13162984,13162984
"ЖК ""Море""",20,#66d743,10333287,10333287
Матисов канал,20,#66d743,8618854,8618854
Пляж в Лахте,59,#3ace9a,5980723,5980723
"Конный клуб ""Манеж""",30,#855ae8,13494285,13494285
Экспоцентр Гарден сити,30,#855ae8,10720191,10720191
Ольгино,30,#855ae8,5368272,5368272
База отдыха Александринского театра,30,#855ae8,10936282,10936282
Пляж Ольгино,30,#855ae8,8552961,8552961
ЖК ЮНТОЛОВО,5,#e6c51f,8243156,8243156
Прямо в сердце ??,30,#855ae8,18041805,18041805
Sasha's bar Петергофское шоссе д.51,20,#66d743,13616730,13616730
"""ДОБРЫЕ РУКИ""-  восстановление детей с ДЦП",20,#66d743,1360822,1360822
Тамбасова 31,20,#66d743,7928870,7928870
Школа 285,20,#66d743,6340766,6340766
дворец детского юношеского творчества филиал,20,#66d743,13969249,13969249
проспект ветеранов 152,20,#66d743,17018385,17018385
"Пхали-Хинкали , грузинский ресторан",20,#66d743,17082746,17082746
Лицей 395,20,#66d743,7259833,7259833
"пр. Ветеранов, 135",20,#66d743,9226731,9226731
Санкт Петербург Сосновая Поляна,20,#66d743,17833682,17833682
"Жилой комплекс ""Балтийская жемчужина""",20,#66d743,6483232,6483232
Жемчужная Плаза клуб Сусанин,58,#6990ca,14598665,14598665
Жемчужный Фрегат 1 - Балтийская Жемчужина,20,#66d743,3370376,3370376
PRO-SUSHI,20,#66d743,13386026,13386026
Жемчужный Фрегат 2 - Балтийская Жемчужина,20,#66d743,9891527,9891527
"лахта, ольгино",18,#eab589,8605163,8605163
«Гарден Сити Экспо» EsExpo,30,#855ae8,4733837,4733837
Aura,30,#855ae8,6059107,6059107
Имис 2014,30,#855ae8,8367147,8367147
Лахта-Ольгино,30,#855ae8,4150919,4150919
"М.Сенная, ТЦ Пик",20,#66d743,11276361,11276361
???  РодДом №10  ???,20,#66d743,2811618,2811618
"Место, где рождается чудо ...",20,#66d743,8633027,8633027
улица Тамбасова,20,#66d743,13407714,13407714
Роддом 10,20,#66d743,11774858,11774858
ЗАГС Красносельского района,20,#66d743,5485107,5485107
ТЭН анод термостат сальник подшипник манжета,20,#66d743,13737952,13737952
"тамбасова,8",20,#66d743,6933693,6933693
Детская площадке в парке на ул. Тамбасова,20,#66d743,12113437,12113437
BarBaris,20,#66d743,9958786,9958786
"Парк ""Новознаменка""",20,#66d743,9847590,9847590
"ЖК ""More"" 4 | ЖК МОРЕ 4 | Катерников 7",20,#66d743,7413422,7413422
547 школа Балтийская жемчужина,20,#66d743,15945639,15945639
"ЖК""Линкор""Катерников 5/1,2-Балтийская Жемчужина",20,#66d743,6330346,6330346
Проспект героев,14,#38c2ce,7524963,7524963
Финский залив ?,14,#38c2ce,12689020,12689020
Санкт Петербург Лахта Ольгино,40,#cb8e2b,12522640,12522640
День явления Шрилы Б.Р. Шридхара Махараджа,30,#855ae8,998831,998831
Лахтинский пр. 45,30,#855ae8,9879620,9879620
Lahta-tennis,40,#cb8e2b,7742337,7742337
Лесная улица 3,30,#855ae8,15768571,15768571
ул.Добровольцев,20,#66d743,7532554,7532554
Добровольцев 46,68,#12d1a5,1408713,1408713
Центр Физической Культуры Спорта и Здоровья Крас,68,#12d1a5,4795739,4795739
проспект Героев 26 к3,14,#38c2ce,10737100,10737100
"Финский залив, лахта",30,#855ae8,9084607,9084607
Лахтинские бани,30,#855ae8,15167257,15167257
Таллинское шоссе 159,68,#12d1a5,10168186,10168186
"Пулково, Аэропорт",68,#12d1a5,17521701,17521701
Таллинское шоссе,68,#12d1a5,5375083,5375083
Теннисный клуб ракета,68,#12d1a5,10730358,10730358
"Пр-т Ветеранов, 142",68,#12d1a5,8686112,8686112
Ресторан старый пловдив,68,#12d1a5,6065904,6065904
Улица добровольцев дом 10,68,#12d1a5,8280068,8280068
Форт Красная горка,68,#12d1a5,12076684,12076684
Добровольцев 2,68,#12d1a5,9359170,9359170
Южно-Приморский парк ?,20,#66d743,15842303,15842303
Театр В Парке,14,#38c2ce,9390578,9390578
Южно-Приморский  парк,14,#38c2ce,12837264,12837264
Санкт-петербург маршала-захарова 14 корпус 2,14,#38c2ce,8635467,8635467
Финский залив ?,14,#38c2ce,12689020,12689020
Турция Кемер,14,#38c2ce,15552667,15552667
у Финского,14,#38c2ce,14664018,14664018
пр героев 24 корпус 3,14,#38c2ce,12606950,12606950
"Финский залив, юго- запад",14,#38c2ce,14720144,14720144
"Ленинский пр.дом 51,53к1/Героев пр,24к2 НОВОСЁЛЫ",14,#38c2ce,4801091,4801091
"Финский Залив ,Юго-Запад!!!",58,#6990ca,11346708,11346708
Яхт клуб Геркулес,30,#855ae8,5768339,5768339
Причал Кронштадт,30,#855ae8,16033810,16033810
Партизана Германа 45,68,#12d1a5,7566698,7566698
"Пр-т Ветеранов 130, Санкт-Петербург",68,#12d1a5,15357862,15357862
Новый Рубеж,68,#12d1a5,11324,11324
добровольцев д 6 к 2,68,#12d1a5,12428748,12428748
Германа и чекистов,20,#66d743,10875858,10875858
Администрация Красносельского района,68,#12d1a5,11333451,11333451
Южно-Приморский парк ??,14,#38c2ce,15370778,15370778
Южно-Примоский парк,14,#38c2ce,5388315,5388315
Парк ленина,14,#38c2ce,6019243,6019243
"Ресторан ""Бахрома""",14,#38c2ce,13198866,13198866
Санкт-петербург доблести 24к1,14,#38c2ce,8614365,8614365
маршала Захарова 18 к1,14,#38c2ce,9841878,9841878
Ленинский проспект 55/1,14,#38c2ce,7550849,7550849
Ленинский  проспект 57.кор.1,14,#38c2ce,7833659,7833659
Лахта Центр,30,#855ae8,5002593,5002593
БКЗ  Октябрьский,5,#e6c51f,16888194,16888194
МО Лахта-Ольгино,30,#855ae8,12869998,12869998
озеро лахтинский разлив,30,#855ae8,12500087,12500087
старопаново красных зорь 21,68,#12d1a5,10189028,10189028
Тайцы гатчинский район,68,#12d1a5,17523736,17523736
ГБДОУ35,68,#12d1a5,5550725,5550725
Партизана германа 26,68,#12d1a5,8080572,8080572
Авангардная 20,68,#12d1a5,12763375,12763375
Проспект Ветеранов 115,68,#12d1a5,10810503,10810503
Санкт-петербург Невский пр.84,68,#12d1a5,6338656,6338656
Партизана германа 12,68,#12d1a5,7620290,7620290
"невский проспект ""музей эмоций""",68,#12d1a5,16995298,16995298
"Санкт-Петербург, Партизана германа 10",68,#12d1a5,18508689,18508689
Дом??,68,#12d1a5,18632214,18632214
Санкт-Петербург Партизана Германа 6,68,#12d1a5,8286252,8286252
"Авангардная улица, д 3",68,#12d1a5,13843861,13843861
Авангардная 9,68,#12d1a5,14460189,14460189
Leroy Merlin,68,#12d1a5,15689575,15689575
"Лицей искусств ""Санкт-Петербург"".",14,#38c2ce,9478217,9478217
Родной дом))),14,#38c2ce,5922878,5922878
"Санкт-Петербург, Петергофское шоссе 19",14,#38c2ce,12808639,12808639
рихарда зорге д 3,14,#38c2ce,7430793,7430793
Рихарда зорге 4,14,#38c2ce,16241728,16241728
Доблести 26,14,#38c2ce,5423069,5423069
Доблести 28,14,#38c2ce,8466333,8466333
"Ресторан  ""Бахрома""",14,#38c2ce,12309938,12309938
Доблести д.28 к 1,14,#38c2ce,7034025,7034025
Маршала захарова 11,14,#38c2ce,7524758,7524758
"Ул. Доблести, 22",14,#38c2ce,12772224,12772224
Olympic Touch на Захарова,14,#38c2ce,12412087,12412087
Проспект кузнецова 21,14,#38c2ce,6777120,6777120
Доблести 18,14,#38c2ce,14306948,14306948
улица доблести 15,14,#38c2ce,7248537,7248537
"Дом Ленинский пр. 72 корп. 3 от ИСК ""Сфера""",14,#38c2ce,3240635,3240635
"Белорусская косметика в Санкт-Петербурге, СПб",14,#38c2ce,11472021,11472021
"Маршала Казакова, 68,1",14,#38c2ce,7220312,7220312
Медицинский колледж 2,68,#12d1a5,15921926,15921926
Газпром центр,30,#855ae8,14833860,14833860
Авангардная,68,#12d1a5,17987950,17987950
Санкт-петербург Маршала Жукова 78 галант-авто,28,#12eded,6932523,6932523
Вечерний Питер,68,#12d1a5,4764,4764
Пр. Ветеранов д.120,68,#12d1a5,15222095,15222095
пр ветеранов 120,68,#12d1a5,7126030,7126030
Авангардная 31,68,#12d1a5,10588417,10588417
УМВД России по Красносельскому району,68,#12d1a5,9921145,9921145
Детская больница,68,#12d1a5,6676386,6676386
Школа 383,68,#12d1a5,6340750,6340750
ДГБ 1,68,#12d1a5,10670445,10670445
"Санкт-Петербург, детская городская больница н. 1",66,#1ae2d2,10495325,10495325
15 больница Авангардная ул,68,#12d1a5,11909857,11909857
Городская больница #15,68,#12d1a5,6475605,6475605
Отделение челюстно-лицевой хирургии,68,#12d1a5,6836141,6836141
Дудергофский канал ?,14,#38c2ce,15724012,15724012
петергофское шоссе 17 к. 2,14,#38c2ce,8965177,8965177
Дом с Камином,14,#38c2ce,11389161,11389161
"Ночной клуб ""Контакт""",14,#38c2ce,12553271,12553271
Южно-Приморский парк,14,#38c2ce,8624667,8624667
Рихарда зорге 15,14,#38c2ce,5555283,5555283
Гимназия 271,14,#38c2ce,7919706,7919706
Saint-Petersbourg,14,#38c2ce,17250311,17250311
МойДом,14,#38c2ce,6458701,6458701
Ладожское озеро остров Валаам.Карелия,14,#38c2ce,15272620,15272620
проспект кузнецова 20,14,#38c2ce,9156201,9156201
"Санкт-Петербург,проспект Кузнецова 20",14,#38c2ce,16941339,16941339
Ленинский 76,14,#38c2ce,6489476,6489476
Токио сити!)),14,#38c2ce,18467560,18467560
ленинский проспект 69 корпус 1,14,#38c2ce,13267058,13267058
Ирландское радио,14,#38c2ce,5757483,5757483
Ленинский проспект 75,14,#38c2ce,14536614,14536614
Ленинский проспект 74,14,#38c2ce,13998705,13998705
Ленинский 74 к. 1,14,#38c2ce,5342670,5342670
ленинский 76 корпус 1,14,#38c2ce,8937346,8937346
Ленинский проспект 74 к.2,14,#38c2ce,12612088,12612088
Остров Канта калининград,14,#38c2ce,8928342,8928342
Санкт-Петербург ул.Стойкости 36,28,#12eded,13780896,13780896
Стойкости41,28,#12eded,10785877,10785877
маршала жукова 74к1,28,#12eded,7978679,7978679
"Маршала Жукова 74, кор. 3",28,#12eded,16082010,16082010
Маршала жукова 70,28,#12eded,7297200,7297200
Arbital - интернет-провайдер в СПб,28,#12eded,3086958,3086958
Маршала Захарова 17/2,14,#38c2ce,6274031,6274031
Маршала Захарова 15,14,#38c2ce,15713768,15713768
Брестский бульвар 15,14,#38c2ce,7748581,7748581
Улица маршала захарова дом 30 корпус 1,14,#38c2ce,10494964,10494964
Ленинский проспект 78к1,14,#38c2ce,6260517,6260517
Блокноты и ежедневники ручной работы СПб,14,#38c2ce,6527598,6527598
Санкт Петербург проспект Кузнецова,14,#38c2ce,11646133,11646133
пр кузнецова11к1,14,#38c2ce,10558717,10558717
петергофское шоссе 72,14,#38c2ce,8908123,8908123
"ЖК ""Два Капитана""",14,#38c2ce,12057975,12057975
проспект Кузнецова 12 корпус 2,14,#38c2ce,16400567,16400567
Финский залив. Южный брег.,14,#38c2ce,5481825,5481825
"Проспект Кузнецова,10 корпус 1",14,#38c2ce,14846677,14846677
Пассажирский порт Санкт-Петербург Морской фасад,11,#eecd77,12215069,12215069
Парк 300летия  Санкт-Петербурга,5,#e6c51f,12458398,12458398
Парк 300-летия Санкт-Петербурга,17,#e4ea8e,5756700,5756700
Парк 300 летия санкт петербург,5,#e6c51f,8741390,8741390
"яхт-клуб ""ГЕРКУЛЕС"" (Газпром)",5,#e6c51f,12769560,12769560
Приморский пр. 159,5,#e6c51f,6416314,6416314
Приморский пр. 163,5,#e6c51f,5387082,5387082
"ГБОУ школа-интернат №357 ""Олимпийские надежды""",5,#e6c51f,4637473,4637473
Контактный зоопарк Piterland,5,#e6c51f,14751561,14751561
Бэби клуб,5,#e6c51f,11701429,11701429
мебельная 49,5,#e6c51f,8077273,8077273
Шуваловский 90,5,#e6c51f,9917087,9917087
"Музыкально-драматический театр ""Буфф""",47,#d7eb66,10929283,10929283
ПАРИКМАХЕР.ВИЗАЖИСТ. ПРИМОРСКИЙ РАЙОН.СПБ,5,#e6c51f,7983328,7983328
Лахтинский разлив,16,#d4c233,5438648,5438648
Улица Стойкости 28к1,28,#12eded,7332390,7332390
Валаам Карелия,28,#12eded,12681898,12681898
Королевство марьяны,28,#12eded,8882442,8882442
Дома?,28,#12eded,6348411,6348411
Маршала Жукова - проспект Ветеранов,28,#12eded,13806839,13806839
283 школа,28,#12eded,13306201,13306201
Alex Fitness пр.Ветеранов,28,#12eded,7058565,7058565
"Санкт-Перербург, проспект Ветеранов",22,#cd3cc8,12550240,12550240
Генерала симоняка 7,28,#12eded,5687820,5687820
Проспект Ветеранов 109,28,#12eded,7077633,7077633
TOKIO-CITY,28,#12eded,16845970,16845970
Токао,28,#12eded,5787654,5787654
Маршала жукова 68,28,#12eded,6526786,6526786
"т/р/к/""Ульянка""",28,#12eded,5880548,5880548
Маршала жукова 64/1,28,#12eded,7334377,7334377
в центр города,58,#6990ca,9177905,9177905
Брестский бульвар,14,#38c2ce,17267952,17267952
петергофское шоссе дом 7,58,#6990ca,14888399,14888399
Десантников 32к2,58,#6990ca,9251680,9251680
Десантников 28,58,#6990ca,12469519,12469519
Десантников 24,58,#6990ca,6466827,6466827
Десатников 24,58,#6990ca,17789244,17789244
Брестский 11/36,14,#38c2ce,8475950,8475950
Ленинский 79/2,14,#38c2ce,10639412,10639412
"пр. Ветеранов 160 ""Пхали-Хинкали""",58,#6990ca,16550716,16550716
"Ресторан ""SofaBar""",58,#6990ca,12004072,12004072
Ленинский 82,14,#38c2ce,5648617,5648617
Ginza Project Mamalыga,58,#6990ca,12870546,12870546
Ленинский проспект 82 к2,14,#38c2ce,11697937,11697937
Ленинский 84 корпус 2,58,#6990ca,16238786,16238786
Маршала казакова 44,58,#6990ca,7741113,7741113
"Дом на Маршала Казакова, 50/1",14,#38c2ce,9860260,9860260
Приморский пр.149,5,#e6c51f,6268236,6268236
приморский пр 151,5,#e6c51f,15310076,15310076
cafe ЛАВАНДА kitchen,5,#e6c51f,13263088,13263088
Туристская 2,5,#e6c51f,8087567,8087567
Савушкина 134 к2,5,#e6c51f,5510171,5510171
London Bridge Pub,5,#e6c51f,6794,6794
Улица Савушкина 143 Санкт-Петербург,5,#e6c51f,16741897,16741897
Шуваловский проспект 90,5,#e6c51f,9365035,9365035
Мебельная ул 45,5,#e6c51f,5392231,5392231
"ЖК ""Токио""",5,#e6c51f,5658525,5658525
Шуваловский проспект 84,5,#e6c51f,7184635,7184635
ЖК Геометрия,5,#e6c51f,6046896,6046896
ЖК «Медный всадник»,5,#e6c51f,10374201,10374201
Оптиков 54. МЧС России. Микрохирургия,5,#e6c51f,6444673,6444673
Санкт-Петербург ул. Лыжный,5,#e6c51f,9084292,9084292
"Туутари парк, Ленинградская обл",5,#e6c51f,14229758,14229758
Оптиков 51 корпус 1,5,#e6c51f,7996058,7996058
Оранжевый Слон?,5,#e6c51f,18805351,18805351
Салон Красоты ДОВИЛЬ Косметология,5,#e6c51f,4232754,4232754
Генерала Симоняка д.27/193,28,#12eded,16567016,16567016
Генерала Симоняка 25,28,#12eded,11421445,11421445
"Балтийская Жемчужина, Финский Залив",28,#12eded,15389447,15389447
Любовное гнездышко?,28,#12eded,6720510,6720510
"Балтийская жемчужина, жемчужная плаза",28,#12eded,15327411,15327411
Иссакиевский собор. Колоннада,28,#12eded,12251923,12251923
ул. Генерала Симоняка д.4 к.5,28,#12eded,10818420,10818420
Ресторан токио проспект ветеранов 114,28,#12eded,6289039,6289039
Мираж Синема на Ветеранов,28,#12eded,11322,11322
"Невский проспект , 46",28,#12eded,6834140,6834140
проспект ветеранов 108.1,28,#12eded,6728507,6728507
Во House,28,#12eded,8775134,8775134
Улица Бурцева 5,28,#12eded,8848743,8848743
Школа 254,28,#12eded,15952812,15952812
проспект маршала жукова 60,28,#12eded,7295308,7295308
"ТРЦ ""Жемчужная плаза""",20,#66d743,6958177,6958177
Петергофское шоссе 5 к 1,58,#6990ca,9003167,9003167
Петергофское д 3,58,#6990ca,6262749,6262749
Петергофское шоссе 5к2,58,#6990ca,8508487,8508487
Маршала захарова 27,58,#6990ca,6513738,6513738
Маршала Захарова50,58,#6990ca,8013681,8013681
Улица Десантников дом 20 корпус 1,58,#6990ca,6862772,6862772
Molly O`Brian,58,#6990ca,9395,9395
Ленинский проспект 91,58,#6990ca,7289270,7289270
Евразия,58,#6990ca,9900,9900
"Санкт-Петербург, Ленинский Проспект 84",58,#6990ca,12361028,12361028
Ленинский 88,58,#6990ca,5602203,5602203
"ЖД «Капитан Немо», Санкт-Петербург",11,#eecd77,1744160,1744160
В.О. ул. Вадима Шефнера дом 10 корп.1,11,#eecd77,17635766,17635766
Пассажирский порт,11,#eecd77,8979536,8979536
Парк 300- летия,60,#d53e8c,5363074,5363074
финский залив парк 300 летия,4,#e6c51f,9732422,9732422
финский залив  парк 300 - летия,21,#ee8660,15959078,15959078
World Class Atlantic City,5,#e6c51f,5456612,5456612
Мираж Синема АтлантикСити,5,#e6c51f,5518903,5518903
Питерленд,5,#e6c51f,6844637,6844637
беговая дом 1 корпус 1,5,#e6c51f,13060710,13060710
Спб беговая улица д 3,5,#e6c51f,9617570,9617570
Туристская дом 10,5,#e6c51f,5741111,5741111
Maximilian Brauhaus,5,#e6c51f,10459,10459
Туристская д 12,5,#e6c51f,9634957,9634957
"Приморский район,  Туристская ул.",5,#e6c51f,14370628,14370628
"""Формула кино"" - Меркурий",5,#e6c51f,12241892,12241892
Pizza Hut,5,#e6c51f,2973,2973
Прогулка по рекам и канал Питера???,32,#b035d8,8794733,8794733
SPORTLIFE Меркурий,5,#e6c51f,11223379,11223379
Skulptors luxe f?tness club,59,#3ace9a,13513402,13513402
Sculptors luxe,5,#e6c51f,6350772,6350772
Лыжный переулок 2,5,#e6c51f,6097655,6097655
Стоматологическая клиника Миллион Яблок,5,#e6c51f,14346706,14346706
Baby Curls,5,#e6c51f,9601677,9601677
Улицо Оптиков 52/2,5,#e6c51f,7251714,7251714
"Приморский район, Санкт-Петербург",5,#e6c51f,13601038,13601038
Санкт-Петербург ул. Оптиков,5,#e6c51f,5512448,5512448
Оптиков 45/1,5,#e6c51f,9546025,9546025
улица туристская дом 24/42,5,#e6c51f,13312475,13312475
The Dublin Times,5,#e6c51f,10868143,10868143
Оптиков 47,5,#e6c51f,6186377,6186377
Шуваловский 74 к2,5,#e6c51f,6176210,6176210
"Saint - Petersburg, Russia",5,#e6c51f,14350030,14350030
Богатырский 64,5,#e6c51f,8775235,8775235
Ресторан Печорин,5,#e6c51f,6661072,6661072
Богптырский 60к 3,5,#e6c51f,5610251,5610251
"Санкт-Петербург, Приморский район, Богатырский 58",5,#e6c51f,17438321,17438321
Аллея журналистов,5,#e6c51f,5783723,5783723
Камышовая улица д.50,5,#e6c51f,7411601,7411601
Стойкости 18/1,28,#12eded,9956193,9956193
"стойкости 21,студия красоты и загара Вернисаж",28,#12eded,12789175,12789175
Проспект ветеранов 104,28,#12eded,5483873,5483873
Санкт-Петербург улица генерала симоняка 4/4,28,#12eded,6105124,6105124
Речка новая,28,#12eded,8576910,8576910
Санкт-Петербург Мост Белинского,28,#12eded,15748529,15748529
"Бар ""VSЁХОРОШО"", пр.Науки,38",28,#12eded,13325247,13325247
Проспект Ветеранов 98,28,#12eded,11629192,11629192
Папа Джонс,28,#12eded,4152,4152
Ульянка кинотеатр,28,#12eded,8024164,8024164
кафе Buta,28,#12eded,8618655,8618655
Санкт-Петербург Бурцева 20,28,#12eded,16024972,16024972
Маршала Жукова проспект 56/9,28,#12eded,14882354,14882354
Маршала жукова 58,28,#12eded,6365000,6365000
Санкт-Петербург пр-т маршала Жукова 56к 2,28,#12eded,16287903,16287903
"ЖК ""Полежаевский парк"" | Продажа квартир",28,#12eded,5682883,5682883
Солдата корзуна 4,28,#12eded,7865472,7865472
Проспект Маршала Жукова д.54 корп.6,28,#12eded,12743845,12743845
Барский Night club,58,#6990ca,6490173,6490173
"Дом, любимый дом",58,#6990ca,12284205,12284205
"М. Захарова, 35",58,#6990ca,7527679,7527679
СК Феникс,14,#38c2ce,19085993,19085993
Маршала Захарова 39,58,#6990ca,6914548,6914548
"""Мамалыга"" Ленинский 84",58,#6990ca,18917839,18917839
Захарова 60,58,#6990ca,6227399,6227399
ленинский проспект 93к2,58,#6990ca,17002693,17002693
Ленинский 95/2,58,#6990ca,10312479,10312479
"Ленинский 95, корп.2",58,#6990ca,16304343,16304343
Кафе Токио,58,#6990ca,8412761,8412761
"Бар LENON, Ленинский д.93, к1",58,#6990ca,17273559,17273559
"St.Petersburg, Leninsky prospekt",22,#cd3cc8,10858119,10858119
Санкт-Петербург Ленинский проспект,58,#6990ca,6577332,6577332
Семейная студия Клюква,29,#5f6bd2,18438408,18438408
Кафе-мороженое,58,#6990ca,4342,4342
котина 6,58,#6990ca,8190600,8190600
Котина 8,58,#6990ca,12486415,12486415
"Ярмарка ""ЮНОНА"", С-Петербург",58,#6990ca,4910058,4910058
"Детские коляски, Adamex, Anex, Roan, кроватки",58,#6990ca,7734476,7734476
Канонерский остров,35,#ef7553,5399620,5399620
"Канонерский остров, д 7",35,#ef7553,12280807,12280807
Санкт-Петербург...Западный Скоростной Диаметр Вантовый мост,22,#cd3cc8,16592236,16592236
"ЖК Светлый Мир ""Я Романтик""",11,#eecd77,11076199,11076199
морская набережная д.15,11,#eecd77,9787591,9787591
"Морская набережная, корпус 1",11,#eecd77,11460139,11460139
Морская набережная 17,11,#eecd77,7318409,7318409
Общежитие СПбГУ,11,#eecd77,6592195,6592195
Морской порт термина1,11,#eecd77,8499434,8499434
Кораблестроителей 16/1,11,#eecd77,7245523,7245523
Финский,11,#eecd77,5439096,5439096
Золушка кафе,11,#eecd77,13735225,13735225
Piterland,5,#e6c51f,5649499,5649499
Питерлэнд,5,#e6c51f,7806518,7806518
Приморский проспект 143,5,#e6c51f,6366157,6366157
Парк 300летия санкт-петербурга,5,#e6c51f,11969092,11969092
Финский залив ??,5,#e6c51f,15641081,15641081
Беговая,5,#e6c51f,5506367,5506367
Ленинградская обл. п. Мга,23,#bb73e4,9537586,9537586
Две палочки??,5,#e6c51f,8589282,8589282
Суши-Рия,5,#e6c51f,11016,11016
Улица савушкина 133 к1,5,#e6c51f,7343531,7343531
Санкт-Петербург Савушкина 124,5,#e6c51f,18988999,18988999
Савушкино меркурий,5,#e6c51f,14150616,14150616
школьная 114,5,#e6c51f,14278265,14278265
"Saint-Petersburg, Russia",60,#d53e8c,5890084,5890084
"Автосалон Ягуар-Ленд Ровер ""Омега-Премиум""",5,#e6c51f,5405226,5405226
"ЖК ""Марсель""",5,#e6c51f,7177965,7177965
Ресторан Аладастури,5,#e6c51f,10540247,10540247
"Санкт-Петербург,улица Туристская",5,#e6c51f,16952587,16952587
"ЖК ""Приморский каскад""",5,#e6c51f,2008461,2008461
"Санкт-Петербург, Приморский район",5,#e6c51f,11195781,11195781
Туристская 28 корпус 3,5,#e6c51f,5811303,5811303
"???  БАР-РЕСТОРАН ""GENERATION ?и"" ???",5,#e6c51f,2178169,2178169
"Туристская ул., 30 корпус 1.",5,#e6c51f,8774259,8774259
SCULPTORS Gusi-Лебеди,5,#e6c51f,6099693,6099693
*****Одежда из Финляндии*****,5,#e6c51f,2319586,2319586
Свадебный букет невесты СПб,5,#e6c51f,7510929,7510929
Крокус Сити Холл,17,#e4ea8e,10424473,10424473
Богатырский 58 к.1,5,#e6c51f,5823733,5823733
Богатырский 56/1,5,#e6c51f,14634278,14634278
Marovka,5,#e6c51f,7034565,7034565
Богатырский проспект 59,5,#e6c51f,6565189,6565189
Богатырский просппект 56,5,#e6c51f,7928079,7928079
Лицей 64,5,#e6c51f,15963493,15963493
Del mar Туристская,5,#e6c51f,18556812,18556812
Санкт Петербург Парк 300 летия,5,#e6c51f,14541692,14541692
Стойкости 7,28,#12eded,8402886,8402886
Стойкости 9,28,#12eded,10972971,10972971
Ветеранов 90,28,#12eded,11192156,11192156
Солдата корзуна 5/3,28,#12eded,12713530,12713530
Ветеранов 78 к2,28,#12eded,7888008,7888008
Лицей 244,28,#12eded,5584358,5584358
Joki Joya Корзуна 1,28,#12eded,16427797,16427797
Санкт-Петербург Проспект Ветеранов,28,#12eded,11441187,11441187
солдата  корзуна 26,28,#12eded,8646685,8646685
Ветеранов проспект 89к4,28,#12eded,7171349,7171349
улица Солдата Корзуна дом 20,28,#12eded,7443424,7443424
таллинские бани,28,#12eded,6052222,6052222
Школа 392,28,#12eded,11594376,11594376
ул.козлова д 15 корпус 2,28,#12eded,15045651,15045651
Стачек 111/2,58,#6990ca,6290113,6290113
Ленинский проспект 84 корпус 2,58,#6990ca,16238817,16238817
black rock irish pub,58,#6990ca,5749900,5749900
Маршала Жукова д.45,58,#6990ca,14600937,14600937
alex fitness фиолент,58,#6990ca,8434211,8434211
пр маршала жукова д43к1,58,#6990ca,10569081,10569081
Ленинский проспект 97,58,#6990ca,7308089,7308089
Санкт петербург метро ленинский,58,#6990ca,6708321,6708321
Ленинский пр 92,58,#6990ca,8796693,8796693
Канонерка,35,#ef7553,7581602,7581602
Петропавловская набережная,5,#e6c51f,15009485,15009485
ICA WHSD KANONERSKY,35,#ef7553,7061688,7061688
