field_1,address,checkins,group_id,lat,lng,place_id,title,labels,id,stats,main_categorie
2510,"Пионерская пл 1, ТЮЗ",429,189897,30.334607,59.92005,2368749,Театр Юных Зрителей им. А.А. Брянцева // ТЮЗ,0,4e785306b0fb305db5c811bc,"{'tipCount': 79, 'usersCount': 7216, 'checkinsCount': 11857}",Arts & Entertainment
2524,Загородный проспект 27,98,,30.33697,59.924199,7015748,Джазовая филармония,0,4cacb5eb5a1e9521bdcc8ece,"{'tipCount': 74, 'usersCount': 3740, 'checkinsCount': 5707}",Arts & Entertainment
2525,Загородный просп. 27,131,,30.33697,59.924199,585,Филармония джазовой музыки,0,4cacb5eb5a1e9521bdcc8ece,"{'tipCount': 74, 'usersCount': 3740, 'checkinsCount': 5707}",Arts & Entertainment
2527,Загородный проспект 27,24,,30.33697,59.924199,16397873,Jazz Philharmonic Hall,0,4cacb5eb5a1e9521bdcc8ece,"{'tipCount': 74, 'usersCount': 3740, 'checkinsCount': 5707}",Arts & Entertainment
2556,Островского площадь 6,81,,30.336206,59.931788,9111838,Музей театрального и музыкального искусства,0,4e214c87d4c0d32590ed9fcb,"{'tipCount': 20, 'usersCount': 1238, 'checkinsCount': 2307}",Arts & Entertainment
2638,"Садовая 12, Кино без Попкорна",38,3818033,30.336116,59.935534,2381219,"Киноклуб  ""КИНО БЕЗ ПОПКОРНА"". Кинопоказы в Спб",0,58973d24326c5a6fe1462cc4,"{'tipCount': 2, 'usersCount': 38, 'checkinsCount': 38}",Arts & Entertainment
2887,"Марата д.86, м.Звенигородская, м.Пушкинская ТРК Нептун",131,28411675,30.339,59.918918,720630,Океанариум,0,4c123608b7b9c9284451a737,"{'tipCount': 262, 'usersCount': 16087, 'checkinsCount': 18425}",Arts & Entertainment
2889,улица Марата 86,742,,30.339,59.918918,5878968,Океанариум,0,4c123608b7b9c9284451a737,"{'tipCount': 262, 'usersCount': 16087, 'checkinsCount': 18425}",Arts & Entertainment
2912,"Санкт-Петербург, ул. Правды 12",73,,30.342674,59.923243,10497642,"Дом живых бабочек ""Миндо""",0,4fe6dd68e4b0116a386b20fb,"{'tipCount': 48, 'usersCount': 1398, 'checkinsCount': 1498}",Arts & Entertainment
2971,Фонтанки реки набережная 41,22,,30.339269,59.930705,12341356,Концертный Дом Кочневой,0,4f646278e4b04b24438556e1,"{'tipCount': 11, 'usersCount': 678, 'checkinsCount': 962}",Arts & Entertainment
2973,Фонтанки реки набережная 51,10,,30.337392,59.9297,18363988,"Александринский театр, Новая сцена",0,5188b904498e470e9355f967,"{'tipCount': 69, 'usersCount': 6590, 'checkinsCount': 17261}",Arts & Entertainment
2989,Рубенштейна 13,15,,30.343878,59.929434,6188715,Рубенштейна 13,0,5172664c498ece19a088b8b9,"{'tipCount': 2, 'usersCount': 175, 'checkinsCount': 262}",Arts & Entertainment
3053,"Набережная реки Фонтанки, 21",52,149060086,30.342997,59.934867,18439478,Музей Фаберже,0,528b1a9611d20cbd10276bb2,"{'tipCount': 200, 'usersCount': 10173, 'checkinsCount': 13219}",Arts & Entertainment
3087,"наб. P. Фонтанки, 3",142,,30.341335,59.938685,15138009,Большой Санкт-Петербургский цирк,0,4c091c94340720a1f5288493,"{'tipCount': 168, 'usersCount': 10030, 'checkinsCount': 14223}",Arts & Entertainment
3089,Фонтанки реки набережная 3,36,,30.341335,59.938685,14664063,Цирк Чинизелли - Большой Санкт-Петербургскиий Государственный Цирк,0,4c091c94340720a1f5288493,"{'tipCount': 168, 'usersCount': 10030, 'checkinsCount': 14223}",Arts & Entertainment
3118,"наб. реки Фонтанки, 24",90,28775299,30.34209,59.939915,759686,Галерея искусств KGallery,0,4c6c24f4d08695214ad603ea,"{'tipCount': 18, 'usersCount': 1243, 'checkinsCount': 1834}",Arts & Entertainment
3272,улица Коломенская 46,12,,30.349753,59.920668,10161946,Кабаре на коломенской,0,4da176067aee54818cb2c1fe,"{'tipCount': 28, 'usersCount': 968, 'checkinsCount': 2098}",Arts & Entertainment
3283,улица Разъезжая 21/19,24,,30.346986,59.924091,16498740,Интеллектуальный кластер Игры разума,0,55903ea3498e00f478a5fce4,"{'tipCount': 6, 'usersCount': 646, 'checkinsCount': 1116}",Arts & Entertainment
3326,улица Рубинштейна 13,43,,30.343878,59.929434,11069106,"Музыкальный Театр ""Зазеркалье""",0,4d8c84361d06b1f7e52d1a3b,"{'tipCount': 33, 'usersCount': 1692, 'checkinsCount': 5039}",Arts & Entertainment
3339,улица Рубинштейна 11,10,,30.344165,59.92993,18225563,"Санкт-Петербург, Рубинштейна 13",0,5172664c498ece19a088b8b9,"{'tipCount': 2, 'usersCount': 175, 'checkinsCount': 262}",Arts & Entertainment
3352,Владимирский проспект 13,10,,30.347291,59.929777,6605049,"Ревизор, театр Ленсовета",0,4cab3d1bd971b1f7572829e1,"{'tipCount': 231, 'usersCount': 12950, 'checkinsCount': 23337}",Arts & Entertainment
3375,Владимирский проспект 12,23,,30.348225,59.930056,14917145,"Театр имени Ленсовета,",0,4cab3d1bd971b1f7572829e1,"{'tipCount': 231, 'usersCount': 12950, 'checkinsCount': 23337}",Arts & Entertainment
3422,Невский проспект 78,51,,30.348594,59.932879,6548876,"Невский пр. , 78",0,503a3108e4b0ee7faf3dac2a,"{'tipCount': 0, 'usersCount': 15, 'checkinsCount': 15}",Arts & Entertainment
3443,Литейный проспект 58,32,,30.348468,59.934033,6602267,"Галерея ""Борей"", Литейный 58",0,4f5201fde4b06025e84eedae,"{'tipCount': 27, 'usersCount': 808, 'checkinsCount': 1393}",Arts & Entertainment
3446,Невский проспект 55,27,,30.35022,59.932031,8488031,Кафе счастье,0,576c302b498e68bc89a87b8e,"{'tipCount': 0, 'usersCount': 1, 'checkinsCount': 6}",Arts & Entertainment
3450,Невский проспект 84–86,20,,30.350498,59.932644,15269427,Дом Актера им.С.Станиславского,0,4f1332abe4b0456268f1dd03,"{'tipCount': 8, 'usersCount': 1220, 'checkinsCount': 2200}",Arts & Entertainment
3470,"Литейный проспект, 53",102,,30.347704,59.936332,15622630,"Фонтанный Дом, Музей Анны Ахматовой",0,4cd53f5967adf04d6de72b91,"{'tipCount': 93, 'usersCount': 5560, 'checkinsCount': 7449}",Arts & Entertainment
3474,"Белинского ул. 9, THE HAT BAR",278,41043967,30.346599,59.93809,2931342,THE HAT BAR | JAZZ JAM | ШЛЯПА,0,4f9bfe03e4b04dce44b25a6a,"{'tipCount': 379, 'usersCount': 13559, 'checkinsCount': 34891}",Arts & Entertainment
3480,улица Белинского 9,53,,30.346599,59.93809,9555968,The HAT,0,4f9bfe03e4b04dce44b25a6a,"{'tipCount': 379, 'usersCount': 13559, 'checkinsCount': 34891}",Arts & Entertainment
3491,улица Жуковского 5,12,,30.350848,59.935795,6958974,Часы не спешат,0,5243328f498ea77b1b07efe7,"{'tipCount': 29, 'usersCount': 604, 'checkinsCount': 1509}",Arts & Entertainment
3679,Лиговский 66,31,20098804,30.356086,59.922869,3232148,Pianobar Niko,0,59c414ab0531e84507a56d2e,"{'tipCount': 1, 'usersCount': 51, 'checkinsCount': 67}",Arts & Entertainment
3701,"улица Марата, 24-а",106,20970220,30.353813,59.927455,6317035,Музей Арктики и Антарктики,0,4db40e31fc607e0aa231bc63,"{'tipCount': 50, 'usersCount': 4991, 'checkinsCount': 6034}",Arts & Entertainment
3702,улица Марата 24а,64,,30.353813,59.927455,181008,Российский государственный музей Арктики и Антарктики,0,4db40e31fc607e0aa231bc63,"{'tipCount': 50, 'usersCount': 4991, 'checkinsCount': 6034}",Arts & Entertainment
3705,"ул. Марата 24 а,",22,64951552,30.353813,59.927455,7510274,МУЗЕЙ АРКТИКИ И АНТАРКТИКИ,0,4db40e31fc607e0aa231bc63,"{'tipCount': 50, 'usersCount': 4991, 'checkinsCount': 6034}",Arts & Entertainment
3731,улица Стремянная 8,15,,30.351343,59.931134,13552491,Музей- квартира Самойловых,0,4f993c7be4b05c38102cbb23,"{'tipCount': 14, 'usersCount': 298, 'checkinsCount': 433}",Arts & Entertainment
3823,улица Некрасова 10,12,,30.352277,59.939158,17554743,Большой Кукольный театр,0,4e6c7c4d52b14562865d7d3d,"{'tipCount': 88, 'usersCount': 3041, 'checkinsCount': 5788}",Arts & Entertainment
3959,просп. Лиговский 44Б,25,,30.359068,59.926445,5365138,Формула кино,0,4cfa509cee9cb60cd57289ad,"{'tipCount': 568, 'usersCount': 44475, 'checkinsCount': 131819}",Arts & Entertainment
3960,"улица Коломенская, 3",31,,30.354864,59.926287,9320928,"iLocked - Реальные квесты ""Выберись из комнаты""",0,53176ff411d29ba40629aeae,"{'tipCount': 29, 'usersCount': 1347, 'checkinsCount': 1688}",Arts & Entertainment
3977,Лиговский переулок 2,55,,30.358242,59.928731,17266273,Енотовиль,0,57cd8a85498e663d195f2cfc,"{'tipCount': 6, 'usersCount': 180, 'checkinsCount': 191}",Arts & Entertainment
3988,Лиговский просп. 53,29,,30.359338,59.929136,570,ГЭЗ-21,0,4bc363bcabf495212ab0c393,"{'tipCount': 31, 'usersCount': 1474, 'checkinsCount': 4585}",Arts & Entertainment
3993,Лиговский проспект 53,21,,30.359338,59.929136,11855816,"Арт-центр ""Пушкинская 10""",0,4c4c7127f7b49c747a699cc2,"{'tipCount': 42, 'usersCount': 4313, 'checkinsCount': 7304}",Arts & Entertainment
3998,Лиговский проспект 47,52,,30.359688,59.929736,9400957,Улица Джона Леннона,0,4dce66c1b0fb25f6e34212c4,"{'tipCount': 13, 'usersCount': 1559, 'checkinsCount': 2302}",Arts & Entertainment
4000,Лиговский проспект 45,28,,30.35993,59.930196,8758717,Музей эрос,0,56c09f42cd102af95f4794a2,"{'tipCount': 2, 'usersCount': 40, 'checkinsCount': 51}",Arts & Entertainment
4053,Невский проспект 100,12,,30.355619,59.932008,9917172,Коллизей,0,50955c71e4b0f17ed57ba62a,"{'tipCount': 43, 'usersCount': 4804, 'checkinsCount': 7406}",Arts & Entertainment
4080,улица Жуковского 28,38,,30.359472,59.936043,11474350,Anna Nova Art Gallery,0,4d495d6648a06dcb8c5a6ea2,"{'tipCount': 24, 'usersCount': 1086, 'checkinsCount': 3673}",Arts & Entertainment
4348,"Невский просп., 122",14,,30.364215,59.930818,10714211,Невский проспект 87,0,5727b62f498ec8bf78d869e8,"{'tipCount': 0, 'usersCount': 1, 'checkinsCount': 1}",Arts & Entertainment
4392,Лиговский пр. 21А,17,,30.363173,59.935187,6710939,"БКЗ ""Октябрьский"", концерт Зары",0,4bffe41492a6c928ab3d43e2,"{'tipCount': 191, 'usersCount': 25989, 'checkinsCount': 44052}",Arts & Entertainment
4509,улица 2-я Советская 23,16,,30.369354,59.931233,7539368,Salsa Social,0,50f8409ae4b03b3bfe58bac5,"{'tipCount': 3, 'usersCount': 163, 'checkinsCount': 1078}",Arts & Entertainment
5740,"29-я линия, дом 2, Эрарта",2688,19191317,30.251621,59.931896,3068445,Эрарта. Музей современного искусства,2,4c5b2c76b014ef3b45481c97,"{'tipCount': 526, 'usersCount': 33624, 'checkinsCount': 57098}",Arts & Entertainment
5743,"29 линия ВО, 2",485,,30.251621,59.931896,7212241,Эрарта,2,4c5b2c76b014ef3b45481c97,"{'tipCount': 526, 'usersCount': 33624, 'checkinsCount': 57098}",Arts & Entertainment
1295,пр. Ветеранов 101,146,,30.204836,59.834135,11322,Мираж Синема на Ветеранов,8,4be308a021d5a59356011811,"{'tipCount': 152, 'usersCount': 9502, 'checkinsCount': 31241}",Arts & Entertainment
2425,"СПб, Петровская набережная , 6",87,,30.330879,59.953263,8786576,Домик Петра I,13,4c3af17016cb2d7f32fe01a9,"{'tipCount': 36, 'usersCount': 2987, 'checkinsCount': 4050}",Arts & Entertainment
726,улица Большая Морская 44,15,,30.306786,59.931932,10085133,Дом композиторов,25,4d1a1fe281cea35dde38faec,"{'tipCount': 12, 'usersCount': 708, 'checkinsCount': 1321}",Arts & Entertainment
966,улица Большая Морская 33–35,56,,30.310999,59.933478,7079087,Союз Художников,25,4e26825f922e2f19a9d53915,"{'tipCount': 35, 'usersCount': 2472, 'checkinsCount': 3951}",Arts & Entertainment
969,"улица Малая Морская, 24, Санкт-Петербург, Россия, 190000",53,,30.309113,59.934064,5325987,Росфото,25,4c09fa5fffb8c9b6a9e76a61,"{'tipCount': 93, 'usersCount': 5419, 'checkinsCount': 10817}",Arts & Entertainment
970,"Большая Морская ул., д.38",52,,30.311323,59.933072,10862448,Выставочный зал Санкт-Петербургского Союза Художников,25,4e26825f922e2f19a9d53915,"{'tipCount': 35, 'usersCount': 2472, 'checkinsCount': 3951}",Arts & Entertainment
1049,Невский проспект 7,155,,30.31426,59.936607,8914744,Дом вверх дном - Невский проспект 5,25,53289c86498e9ff929978392,"{'tipCount': 29, 'usersCount': 2051, 'checkinsCount': 2168}",Arts & Entertainment
1051,Невский проспект 6,128,,30.314566,59.937012,10086058,Музей Дом великана,25,5420609d498e76f1b49a40e2,"{'tipCount': 98, 'usersCount': 5459, 'checkinsCount': 6225}",Arts & Entertainment
1054,Невский проспект 5,21,,30.313326,59.936719,15858495,Дом Вверх Дном,25,53289c86498e9ff929978392,"{'tipCount': 29, 'usersCount': 2051, 'checkinsCount': 2168}",Arts & Entertainment
1062,Dvortsovaya naberezhnaya 38,207,,30.313721,59.941173,8328160,The State Hermitage museum,25,4d9abff1422ea1cd52d9ec4c,"{'tipCount': 1034, 'usersCount': 75820, 'checkinsCount': 127633}",Arts & Entertainment
1065,Дворцовая набережная 38,873,,30.313721,59.941173,8300544,Государственный Эрмитаж,25,4d9abff1422ea1cd52d9ec4c,"{'tipCount': 1034, 'usersCount': 75820, 'checkinsCount': 127633}",Arts & Entertainment
1066,Dvortsovaya naberezhnaya 38,135,,30.313721,59.941173,13688464,Hermitage Saint Petersburg,25,4d9abff1422ea1cd52d9ec4c,"{'tipCount': 1034, 'usersCount': 75820, 'checkinsCount': 127633}",Arts & Entertainment
1067,Дворцовая набережная 38,476,,30.313721,59.941173,12441151,"Государственный Эрмитаж, Санкт-Петербург",25,4d9abff1422ea1cd52d9ec4c,"{'tipCount': 1034, 'usersCount': 75820, 'checkinsCount': 127633}",Arts & Entertainment
1478,улица Ефимова,45,,30.321096,59.925534,13689922,Кинотеатр Пик,25,4c15c828b7b9c928c67fad37,"{'tipCount': 285, 'usersCount': 30702, 'checkinsCount': 74723}",Arts & Entertainment
1502,Канала Грибоедова набережная 49,51,,30.31824,59.930462,15971314,Санкт-Петербург ул.Гороховая,25,52743613498e60798c7bb41b,"{'tipCount': 0, 'usersCount': 20, 'checkinsCount': 36}",Arts & Entertainment
1533,улица Большая Морская 20,52,,30.31514,59.934506,13947730,"роллердром ""Ногам Дорогу""",25,5617d5bf498e1ee7f522307e,"{'tipCount': 7, 'usersCount': 224, 'checkinsCount': 920}",Arts & Entertainment
1536,улица Большая Морская 20,12,,30.31514,59.934506,13106224,"роллер-дром ""Ногам Дорогу""",25,5617d5bf498e1ee7f522307e,"{'tipCount': 7, 'usersCount': 224, 'checkinsCount': 920}",Arts & Entertainment
1576,улица Большая Морская 5,415,,30.317305,59.937296,10167392,Музей иллюзий и дом великанов,25,5420609d498e76f1b49a40e2,"{'tipCount': 98, 'usersCount': 5459, 'checkinsCount': 6225}",Arts & Entertainment
1589,улица Большая Морская 5,18,,30.317305,59.937296,14920582,Контактный зоопарк,25,549825ea498efdb6a169d513,"{'tipCount': 15, 'usersCount': 563, 'checkinsCount': 591}",Arts & Entertainment
1595,Невский проспект 17,45,,30.320845,59.935746,8186344,Музей шоколада,25,4e4d3a79d164e69742d56649,"{'tipCount': 19, 'usersCount': 1557, 'checkinsCount': 1649}",Arts & Entertainment
1603,Дворцовая набережная 34,2266,,30.315832,59.942074,181002,Государственный Эрмитаж,25,4d9abff1422ea1cd52d9ec4c,"{'tipCount': 1034, 'usersCount': 75820, 'checkinsCount': 127633}",Arts & Entertainment
1604,Дворцовая набережная 34,177,,30.315832,59.942074,16952969,Эрмитажный театр,25,4d1e08c80901721e05187ea5,"{'tipCount': 69, 'usersCount': 5003, 'checkinsCount': 8833}",Arts & Entertainment
1836,улица Садовая 27,181,,30.323162,59.929285,6322059,"Театр ""Приют Комедианта""",25,4c6019b654ac0f47bac3b421,"{'tipCount': 100, 'usersCount': 4170, 'checkinsCount': 6683}",Arts & Entertainment
1854,Казанская ул. 7д,22,95798226,30.320315,59.931851,12064670,Лес Villa,25,582d0123db36aa599626f07a,"{'tipCount': 5, 'usersCount': 519, 'checkinsCount': 807}",Arts & Entertainment
1859,улица Казанская 12,14,,30.321725,59.932049,8408549,Галерея Алексея Сергиенко,25,4e534c786284ca6a2f6f35f8,"{'tipCount': 6, 'usersCount': 514, 'checkinsCount': 1146}",Arts & Entertainment
1863,"ул. Казанская, 7",63,,30.321042,59.932378,15156312,"место встречи ""Казанская, 7""",25,57319c06498eae73eb09afe4,"{'tipCount': 15, 'usersCount': 370, 'checkinsCount': 526}",Arts & Entertainment
1866,Казанская 7А,25,,30.321042,59.932378,12619364,Art Me,25,55cf5e7a498e80ec931adde8,"{'tipCount': 7, 'usersCount': 483, 'checkinsCount': 950}",Arts & Entertainment
1877,Казанская ул. 6,20,,30.322605,59.933054,7021494,"казанская, 6",25,5381ee81498e7fa5d0224cae,"{'tipCount': 0, 'usersCount': 2, 'checkinsCount': 3}",Arts & Entertainment
1949,Невский проспект 25,14,,30.323279,59.935457,17040603,"Выставка ""Алиса в Стране чудес""",25,586bbe00a36ecd3c2dab0f36,"{'tipCount': 2, 'usersCount': 76, 'checkinsCount': 83}",Arts & Entertainment
1999,Мойки реки набережная 47,19,,30.319183,59.937391,10920967,Лекторий Государственного Эрмитажа,25,524ae1fb498ee0678672ef91,"{'tipCount': 21, 'usersCount': 1264, 'checkinsCount': 3527}",Arts & Entertainment
2006,улица Большая Морская 6,41,,30.31806,59.937206,11875075,Дом великана,25,5420609d498e76f1b49a40e2,"{'tipCount': 98, 'usersCount': 5459, 'checkinsCount': 6225}",Arts & Entertainment
2007,улица Морская Большая 6,80,,30.31806,59.937206,6041859,Музей восковых фигур,25,4e69d63b483bf2d9e5f339fb,"{'tipCount': 17, 'usersCount': 1075, 'checkinsCount': 1265}",Arts & Entertainment
2008,Мойки реки набережная 26Б,108,,30.32142,59.939113,5870671,Фотостудия Skypoint,25,4dd6c2432271c5d36d2a7c2b,"{'tipCount': 0, 'usersCount': 5, 'checkinsCount': 6}",Arts & Entertainment
2013,Невский пр. дом 20,13,1083731,30.321114,59.936246,10247308,Центр искусства и музыки библ. им. В.Маяковского,25,512cacb6e4b05d7f4c5122dd,"{'tipCount': 2, 'usersCount': 139, 'checkinsCount': 238}",Arts & Entertainment
2014,"улица Большая Морская, дом 5",79,,30.317305,59.937296,10072903,Музей оптических иллюзий,25,5420609d498e76f1b49a40e2,"{'tipCount': 98, 'usersCount': 5459, 'checkinsCount': 6225}",Arts & Entertainment
2021,"Дворцовая площадь, 6-8",32,,30.318006,59.938703,14366775,Генеральный штаб,25,4dd4d95dfa7645a53ca1cde2,"{'tipCount': 223, 'usersCount': 17957, 'checkinsCount': 33447}",Arts & Entertainment
2023,Мойки реки набережная 22,154,,30.319884,59.939523,7015826,Государственная академическая капелла,25,4d1dfd14e56f6ea8f67e601d,"{'tipCount': 88, 'usersCount': 7226, 'checkinsCount': 12654}",Arts & Entertainment
2031,Мойки реки набережная 22А,61,,30.319991,59.939776,6370429,Капелла,25,4d1dfd14e56f6ea8f67e601d,"{'tipCount': 88, 'usersCount': 7226, 'checkinsCount': 12654}",Arts & Entertainment
2032,улица Большая Конюшенная 6,17,,30.323674,59.938013,15332560,Yellow Korner,25,58b15ca661052868fb80bcc2,"{'tipCount': 0, 'usersCount': 3, 'checkinsCount': 3}",Arts & Entertainment
2036,Дворцовая площадь 6–8,30,,30.318006,59.938703,15632291,General staff building,25,4dd4d95dfa7645a53ca1cde2,"{'tipCount': 223, 'usersCount': 17957, 'checkinsCount': 33447}",Arts & Entertainment
2061,Мойки реки набережная 12,65,,30.321213,59.941173,10423979,Музей квартира А.С. Пушкина,25,4dc460eeb3ad20ab9e32e587,"{'tipCount': 82, 'usersCount': 4816, 'checkinsCount': 7980}",Arts & Entertainment
2063,Мойки Реки набережная 12,90,,30.321213,59.941173,181010,Всероссийский музей А.С.Пушкина,25,4dc460eeb3ad20ab9e32e587,"{'tipCount': 82, 'usersCount': 4816, 'checkinsCount': 7980}",Arts & Entertainment
2066,"Большая Конюшенная ул., 2",26,,30.32433,59.939555,15084447,"Джаз бар ""48 стульев""",25,566c5ebb498eb590c8598711,"{'tipCount': 25, 'usersCount': 692, 'checkinsCount': 1372}",Arts & Entertainment
2249,"наб. реки Фонтанка, 65",580,,30.330654,59.927612,12933505,БДТ им. Товстоногова,25,4bbcb63c07809521dda0d991,"{'tipCount': 85, 'usersCount': 6994, 'checkinsCount': 15366}",Arts & Entertainment
2250,Фонтанки реки набережная 65,212,,30.330654,59.927612,11881635,Большой драматический театр имени Г. А. Товстоногова,25,4bbcb63c07809521dda0d991,"{'tipCount': 85, 'usersCount': 6994, 'checkinsCount': 15366}",Arts & Entertainment
2267,улица Ломоносова 2,121,,30.326908,59.932554,8298218,Sound bar Banka,25,534836e6498e57a4e6e7c06b,"{'tipCount': 58, 'usersCount': 3766, 'checkinsCount': 7100}",Arts & Entertainment
2293,улица Думская 7,97,,30.327762,59.933176,5783127,Арт центр Перинные ряды,25,4dc69f05d164eb9ca00bfd8e,"{'tipCount': 82, 'usersCount': 7427, 'checkinsCount': 10308}",Arts & Entertainment
2303,Думская ул. 4,27,,30.328328,59.933113,7958007,"Арт-центр ""Перинные ряды""",25,4dc69f05d164eb9ca00bfd8e,"{'tipCount': 82, 'usersCount': 7427, 'checkinsCount': 10308}",Arts & Entertainment
2312,улица Думская 1–4,18,,30.328975,59.934199,9893676,"Арт-центр ""Перинные ряды"", выстака Сальвадор Дали",25,4dc69f05d164eb9ca00bfd8e,"{'tipCount': 82, 'usersCount': 7427, 'checkinsCount': 10308}",Arts & Entertainment
2343,улица Итальянская 1,111,,30.328013,59.936886,15381193,Музей Эмоций,25,5721e374498ec5ec27c343ad,"{'tipCount': 18, 'usersCount': 569, 'checkinsCount': 614}",Arts & Entertainment
2352,Канала Грибоедова набережная 9,66,,30.327007,59.938162,7881494,"Дом 7,набережная канала грибоедова",25,4ea6a5b57ee5bebc94b9a4f3,"{'tipCount': 254, 'usersCount': 6685, 'checkinsCount': 11029}",Arts & Entertainment
2353,Искусств площадь 5,12,,30.329298,59.937549,9510738,Улица итальянская 4,25,51f2ce1f498ebe35ca27ca64,"{'tipCount': 0, 'usersCount': 12, 'checkinsCount': 12}",Arts & Entertainment
2354,Искусств площадь 1,468,,30.329469,59.937878,13126187,"Михайловский театр, Санкт-Петербург",25,4c95c9b403413704d71d7fef,"{'tipCount': 329, 'usersCount': 17225, 'checkinsCount': 40966}",Arts & Entertainment
2355,улица Инженерная 2,72,,30.328975,59.938707,17301122,Государственный Русский музей корпус Бенуа,25,4dbd3e31fa8cee727361cfae,"{'tipCount': 174, 'usersCount': 13877, 'checkinsCount': 18779}",Arts & Entertainment
2359,улица Михайловская 2,107,,30.331481,59.936061,10995784,Большой зал филармонии,25,4cacb6555a1e9521f5cc8ece,"{'tipCount': 116, 'usersCount': 13170, 'checkinsCount': 29757}",Arts & Entertainment
2361,"Санкт-Петербург, Михайловская улица, дом 2",133,,30.331481,59.936061,7195110,Санкт-Петербургская Академическая Филармония имени Д.Д. Шостаковича,25,4cacb6555a1e9521f5cc8ece,"{'tipCount': 116, 'usersCount': 13170, 'checkinsCount': 29757}",Arts & Entertainment
2369,Канала Грибоедова набережная 7,77,,30.327367,59.939068,10382511,MOD,25,4c488ce50f5aa59308a28176,"{'tipCount': 183, 'usersCount': 14846, 'checkinsCount': 29177}",Arts & Entertainment
2371,Канала Грибоедова набережная 5–7,124,,30.327654,59.939762,8856665,Mod roof,25,4c488ce50f5aa59308a28176,"{'tipCount': 183, 'usersCount': 14846, 'checkinsCount': 29177}",Arts & Entertainment
2420,Дворцовая набережная дом 2,25,,30.330618,59.946329,8369791,Санкт-Петербургский университет культуры и искусств,25,53035f9711d27fe81b69f333,"{'tipCount': 0, 'usersCount': 14, 'checkinsCount': 17}",Arts & Entertainment
2558,Островского пл.6,1172,150580,30.336206,59.931788,4614269,Александринский театр,25,4cfa77d434c1a0931e5e400e,"{'tipCount': 256, 'usersCount': 17933, 'checkinsCount': 31874}",Arts & Entertainment
2569,"Невский пр. 35, лит.В, Международная Академия Музыки",14,97239211,30.331526,59.933974,12248719,Международная Академия Музыки Елены Образцовой,25,55f54dbf498eab249f07f55e,"{'tipCount': 1, 'usersCount': 122, 'checkinsCount': 559}",Arts & Entertainment
2587,"Невский пр.,46, Буквоед",10,33241472,30.333565,59.934777,1268318,Литературная гостиная,25,5199d70e498e69b8aead45ef,"{'tipCount': 0, 'usersCount': 2, 'checkinsCount': 19}",Arts & Entertainment
2594,улица Итальянская 19,276,,30.334948,59.93607,6503424,Театр В.Ф.Комиссаржевской,25,4bd30736046076b09bf87471,"{'tipCount': 117, 'usersCount': 8431, 'checkinsCount': 11911}",Arts & Entertainment
2604,улица Итальянская 13,40,,30.333107,59.936296,18451624,"Санкт-Петербург, Театр Музыкальной Комедии",25,4d652f39b470a1433a2123fe,"{'tipCount': 298, 'usersCount': 15181, 'checkinsCount': 28980}",Arts & Entertainment
2605,улица Итальянская 13,39,,30.333107,59.936296,10333313,"Джекилл&amp;Хайд",25,570a7726498e4c3d4918daa3,"{'tipCount': 3, 'usersCount': 21, 'checkinsCount': 48}",Arts & Entertainment
2607,улица Итальянская 17,54,,30.334293,59.936133,9875558,Cinema Grand Palace,25,52de59c0498ebdb3905bf7f0,"{'tipCount': 53, 'usersCount': 2071, 'checkinsCount': 5248}",Arts & Entertainment
2612,"Садовая ул., 11, Центр художника Михаила Шемякина",37,11677520,30.335451,59.935651,4583148,ЦЕНТР МИХАИЛА ШЕМЯКИНА,25,4db9750f1e7206c23d1d4b68,"{'tipCount': 1, 'usersCount': 448, 'checkinsCount': 628}",Arts & Entertainment
2614,улица Итальянская 19,20,,30.334948,59.93607,5844921,Большой концертный зал Филармонии,25,4cacb6555a1e9521f5cc8ece,"{'tipCount': 116, 'usersCount': 13170, 'checkinsCount': 29757}",Arts & Entertainment
2621,улица Итальянская 13,14,,30.333107,59.936296,18328661,Санкт-Петербургский государственный театр музыкальной комедии,25,4d652f39b470a1433a2123fe,"{'tipCount': 298, 'usersCount': 15181, 'checkinsCount': 28980}",Arts & Entertainment
2649,"Инженерная ул., д.4/1",308,10646692,30.334337,59.937955,4445498,Российский этнографический музей,25,4d357e88c6cba35d9cbc3c7a,"{'tipCount': 60, 'usersCount': 6031, 'checkinsCount': 8124}",Arts & Entertainment
3012,Невский проспект 56,410,,30.338074,59.934199,7207628,Театр комедии им. Н.П. Акимова,25,51827fe6e4b0ea1bac66bf35,"{'tipCount': 111, 'usersCount': 6459, 'checkinsCount': 8398}",Arts & Entertainment
3030,невский проспект 54,16,,30.336889,59.934366,9643018,фотосалон Карла Буллы,25,4de67d8e45dda52a060ea193,"{'tipCount': 28, 'usersCount': 950, 'checkinsCount': 1229}",Arts & Entertainment
3043,"Итальянская, 25",46,,30.337293,59.9358,5934248,Музей гигиены,25,4dd82a1445ddced8209a0fe0,"{'tipCount': 26, 'usersCount': 1411, 'checkinsCount': 1608}",Arts & Entertainment
3071,улица Садовая 10,11,,30.336449,59.936751,16458084,Михайловский театр оперы и балета,25,51b02fe2498e841330d91a7e,"{'tipCount': 0, 'usersCount': 10, 'checkinsCount': 46}",Arts & Entertainment
